cost,publisher,university,year
,Elsevier,University of Lincoln,2010
744622.25,Elsevier,University of Liverpool,2010
12900.02,Elsevier,Liverpool Hope University,2010
0.0,Elsevier,Liverpool Institute for Performing Arts,2010
102636.61,Elsevier,Liverpool John Moores University,2010
67802.0,Elsevier,University of London (central),2010
97497.36,Elsevier,London Business School,2010
138327.0,Elsevier,London Metropolitan University,2010
176302.0,Elsevier,London School of Economics,2010
232125.72,Elsevier,London School of Hygiene and Tropical Medicine,2010
,Elsevier,London South Bank University,2010
393164.0,Elsevier,Loughborough University,2010
1412239.15,Elsevier,University of Manchester,2010
305097.67,Elsevier,Manchester Metropolitan University,2010
,Elsevier,Middlesex University,2010
929970.96,Elsevier,Newcastle University,2010
318.0,Elsevier,Newman University,2010
28687.61,Elsevier,University of Northampton,2010
179894.28,Elsevier,Northumbria University,2010
0.0,Elsevier,Norwich University of the Arts,2010
1072320.86,Elsevier,University of Nottingham,2010
172665.95,Elsevier,Nottingham Trent University,2010
575333.0,Elsevier,Open University,2010
945676.26,Elsevier,University of Oxford,2010
129798.34,Elsevier,Oxford Brookes University,2010
325902.13,Elsevier,Plymouth University,2010
267824.0,Elsevier,University of Portsmouth,2010
76583.06,Elsevier,"Queen Margaret University, Edinburgh",2010
521220.85,Elsevier,"Queen Mary, University of London",2010
683109.05,Elsevier,Queen's University Belfast,2010
0.0,Elsevier,Ravensbourne,2010
326890.06,Elsevier,University of Reading,2010
169078.0,Elsevier,Robert Gordon University,2010
52387.0,Elsevier,University of Roehampton,2010
0.0,Elsevier,Rose Bruford College,2010
0.0,Elsevier,Royal Academy of Music,2010
23482.06,Elsevier,Royal Agricultural University,2010
0.0,Elsevier,Royal College of Art,2010
0.0,Elsevier,Royal College of Music,2010
0.0,Elsevier,Royal Conservatoire of Scotland,2010
225486.84,Elsevier,"Royal Holloway, University of London",2010
0.0,Elsevier,Royal Northern College of Music,2010
46750.31,Elsevier,Royal Veterinary College,2010
296490.1,Elsevier,University of Salford,2010
0.0,Elsevier,School of Oriental and African Studies,2010
625708.38,Elsevier,University of Sheffield,2010
169.2,Elsevier,Sheffield Hallam University,2010
160523.0,Elsevier,University of South Wales,2010
,Elsevier,University of Southampton,2010
,Elsevier,Southampton Solent University,2010
,Elsevier,Staffordshire University,2010
,Elsevier,Stranmillis Universiity College,2010
315188.93,Elsevier,University of St Andrews,2010
145908.0,Elsevier,St George's University of London,2010
842.46,Elsevier,University of St Mark and St John,2010
12595.0,Elsevier,St Mary's University College,2010
193820.0,Elsevier,University of Stirling,2010
663139.0,Elsevier,University of Strathclyde,2010
304173.45,Elsevier,University of Sunderland,2010
,Elsevier,University of Surrey,2010
456430.0,Elsevier,University of Sussex,2010
611103.09,Elsevier,Swansea University,2010
174492.79,Elsevier,Teesside University,2010
336.96,Elsevier,Trinity Laban,2010
1341927.08,Elsevier,UCL,2010
4963.0,Elsevier,University College Birmingham,2010
2030.04,Elsevier,University for the Creative Arts,2010
3625.14,Elsevier,University of the Arts London,2010
15121.96,Elsevier,University of the Highlands and Islands,2010
241689.0,Elsevier,University of the West of England,2010
95544.0,Elsevier,University of the West of Scotland,2010
546855.0,Elsevier,University of Ulster,2010
23041.0,Elsevier,University of Wales Trinity St David,2010
704115.18,Elsevier,University of Warwick,2010
19341.64,Elsevier,University of West London,2010
166909.0,Elsevier,University of Westminster,2010
1634.0,Elsevier,University of Winchester,2010
0.0,Elsevier,University of Wolverhampton,2010
1168.75,Elsevier,University of Worcester,2010
,Elsevier,Writtle College,2010
479836.38,Elsevier,University of York,2010
3810.02,Elsevier,York St John University,2010
,Elsevier,,2010
759672.77,Elsevier,University of Aberdeen,2011
0.0,Elsevier,Abertay University,2011
253216.21,Elsevier,Aberystwyth University,2011
78961.0,Elsevier,Anglia Ruskin University,2011
0.0,Elsevier,Arts University Bournemouth,2011
254704.0,Elsevier,Aston University,2011
249413.25,Elsevier,Bangor University,2011
514990.66,Elsevier,University of Bath,2011
0.0,Elsevier,Bath Spa University,2011
70106.19,Elsevier,University of Bedfordshire,2011
133588.0,Elsevier,"Birkbeck, University of London",2011
809986.62,Elsevier,University of Birmingham,2011
78914.0,Elsevier,Birmingham City University,2011
0.0,Elsevier,Bishop Grosseteste University,2011
65448.22,Elsevier,University of Bolton,2011
120708.0,Elsevier,Bournemouth University,2011
53764.0,Elsevier,University of Bradford,2011
112434.23,Elsevier,University of Brighton,2011
958635.65,Elsevier,University of Bristol,2011
285056.17,Elsevier,Brunel University,2011
33662.0,Elsevier,Buckinghamshire New University,2011
1307795.69,Elsevier,University of Cambridge,2011
55133.56,Elsevier,Canterbury Christ Church University,2011
784659.37,Elsevier,Cardiff University,2011
53214.64,Elsevier,Cardiff Metropolitan University,2011
170180.67,Elsevier,University of Central Lancashire,2011
743.0,Elsevier,Central School of Speech and Drama,2011
45204.0,Elsevier,University of Chester,2011
9183.68,Elsevier,University of Chichester,2011
160607.85,Elsevier,City University London,2011
0.0,Elsevier,Courtauld Institute of Art,2011
232921.42,Elsevier,Coventry University,2011
304224.71,Elsevier,Cranfield University,2011
47753.23,Elsevier,University of Cumbria,2011
172314.54,Elsevier,De Montfort University,2011
98566.45,Elsevier,University of Derby,2011
386958.49,Elsevier,University of Dundee,2011
454920.26,Elsevier,Durham University,2011
379150.12,Elsevier,University of East Anglia,2011
157283.53,Elsevier,University of East London,2011
,Elsevier,Edge Hill University,2011
845551.87,Elsevier,University of Edinburgh,2011
155604.49,Elsevier,Edinburgh Napier University,2011
,Elsevier,University of Essex,2011
216531.09,Elsevier,University of Exeter,2011
459.42,Elsevier,Falmouth University,2011
789354.0,Elsevier,University of Glasgow,2011
216055.39,Elsevier,Glasgow Caledonian University,2011
48348.55,Elsevier,University of Gloucestershire,2011
9342.0,Elsevier,Glyndŵr University,2011
36316.04,Elsevier,"Goldsmiths, University of London",2011
202242.54,Elsevier,University of Greenwich,2011
58479.0,Elsevier,Harper Adams University,2011
383231.0,Elsevier,Heriot-Watt University,2011
,Elsevier,University of Hertfordshire,2011
0.0,Elsevier,Heythrop College,2011
110171.13,Elsevier,University of Huddersfield,2011
244491.1,Elsevier,University of Hull,2011
1414912.98,Elsevier,Imperial College London,2011
162721.4,Elsevier,Institute of Cancer Research,2011
26998.0,Elsevier,"Institute of Education, University of London",2011
169703.35,Elsevier,Keele University,2011
349646.01,Elsevier,University of Kent,2011
736283.22,Elsevier,King's College London,2011
132170.13,Elsevier,Kingston University,2011
400656.0,Elsevier,Lancaster University,2011
991876.0,Elsevier,University of Leeds,2011
0.0,Elsevier,Leeds College of Art,2011
92989.25,Elsevier,Leeds Beckett University (formerly Leeds Metropolitan University),2011
7855.05,Elsevier,Leeds Trinity University,2011
491000.0,Elsevier,University of Leicester,2011
,Elsevier,University of Lincoln,2011
746639.21,Elsevier,University of Liverpool,2011
16610.81,Elsevier,Liverpool Hope University,2011
0.0,Elsevier,Liverpool Institute for Performing Arts,2011
103588.34,Elsevier,Liverpool John Moores University,2011
67269.0,Elsevier,University of London (central),2011
98482.35,Elsevier,London Business School,2011
143628.0,Elsevier,London Metropolitan University,2011
179423.0,Elsevier,London School of Economics,2011
239460.79,Elsevier,London School of Hygiene and Tropical Medicine,2011
,Elsevier,London South Bank University,2011
399122.0,Elsevier,Loughborough University,2011
1462179.3,Elsevier,University of Manchester,2011
293340.47,Elsevier,Manchester Metropolitan University,2011
,Elsevier,Middlesex University,2011
914932.81,Elsevier,Newcastle University,2011
272.0,Elsevier,Newman University,2011
19865.72,Elsevier,University of Northampton,2011
185052.96,Elsevier,Northumbria University,2011
0.0,Elsevier,Norwich University of the Arts,2011
1081323.26,Elsevier,University of Nottingham,2011
187840.43,Elsevier,Nottingham Trent University,2011
568904.0,Elsevier,Open University,2011
963434.05,Elsevier,University of Oxford,2011
128144.11,Elsevier,Oxford Brookes University,2011
300655.31,Elsevier,Plymouth University,2011
288941.0,Elsevier,University of Portsmouth,2011
80532.03,Elsevier,"Queen Margaret University, Edinburgh",2011
529729.1,Elsevier,"Queen Mary, University of London",2011
704084.78,Elsevier,Queen's University Belfast,2011
0.0,Elsevier,Ravensbourne,2011
319438.54,Elsevier,University of Reading,2011
175381.0,Elsevier,Robert Gordon University,2011
49493.0,Elsevier,University of Roehampton,2011
0.0,Elsevier,Rose Bruford College,2011
0.0,Elsevier,Royal Academy of Music,2011
23119.74,Elsevier,Royal Agricultural University,2011
0.0,Elsevier,Royal College of Art,2011
0.0,Elsevier,Royal College of Music,2011
0.0,Elsevier,Royal Conservatoire of Scotland,2011
241373.66,Elsevier,"Royal Holloway, University of London",2011
0.0,Elsevier,Royal Northern College of Music,2011
59302.26,Elsevier,Royal Veterinary College,2011
308065.98,Elsevier,University of Salford,2011
0.0,Elsevier,School of Oriental and African Studies,2011
645283.87,Elsevier,University of Sheffield,2011
7038.21,Elsevier,Sheffield Hallam University,2011
155881.0,Elsevier,University of South Wales,2011
,Elsevier,University of Southampton,2011
,Elsevier,Southampton Solent University,2011
,Elsevier,Staffordshire University,2011
,Elsevier,Stranmillis Universiity College,2011
336209.2,Elsevier,University of St Andrews,2011
149507.0,Elsevier,St George's University of London,2011
5422.45,Elsevier,University of St Mark and St John,2011
12904.0,Elsevier,St Mary's University College,2011
200383.0,Elsevier,University of Stirling,2011
659652.0,Elsevier,University of Strathclyde,2011
312800.99,Elsevier,University of Sunderland,2011
569105.1,Elsevier,University of Surrey,2011
409831.0,Elsevier,University of Sussex,2011
641347.46,Elsevier,Swansea University,2011
170296.27,Elsevier,Teesside University,2011
341.39,Elsevier,Trinity Laban,2011
1352179.11,Elsevier,UCL,2011
5123.0,Elsevier,University College Birmingham,2011
2124.86,Elsevier,University for the Creative Arts,2011
3333.75,Elsevier,University of the Arts London,2011
20129.53,Elsevier,University of the Highlands and Islands,2011
241806.0,Elsevier,University of the West of England,2011
95403.0,Elsevier,University of the West of Scotland,2011
567708.0,Elsevier,University of Ulster,2011
23344.0,Elsevier,University of Wales Trinity St David,2011
711129.44,Elsevier,University of Warwick,2011
0.0,Elsevier,University of West London,2011
173639.0,Elsevier,University of Westminster,2011
2007.0,Elsevier,University of Winchester,2011
0.0,Elsevier,University of Wolverhampton,2011
0.0,Elsevier,University of Worcester,2011
,Elsevier,Writtle College,2011
471943.23,Elsevier,University of York,2011
9260.24,Elsevier,York St John University,2011
,Elsevier,,2011
757137.16,Elsevier,University of Aberdeen,2012
47069.46,Elsevier,Abertay University,2012
262767.01,Elsevier,Aberystwyth University,2012
83436.0,Elsevier,Anglia Ruskin University,2012
0.0,Elsevier,Arts University Bournemouth,2012
253856.0,Elsevier,Aston University,2012
246511.97,Elsevier,Bangor University,2012
750747.1,Elsevier,University of Bath,2012
0.0,Elsevier,Bath Spa University,2012
68312.23,Elsevier,University of Bedfordshire,2012
131184.0,Elsevier,"Birkbeck, University of London",2012
923979.23,Elsevier,University of Birmingham,2012
80888.0,Elsevier,Birmingham City University,2012
0.0,Elsevier,Bishop Grosseteste University,2012
64179.2,Elsevier,University of Bolton,2012
144448.0,Elsevier,Bournemouth University,2012
82681.0,Elsevier,University of Bradford,2012
144108.62,Elsevier,University of Brighton,2012
951915.03,Elsevier,University of Bristol,2012
341807.02,Elsevier,Brunel University,2012
26214.0,Elsevier,Buckinghamshire New University,2012
1339887.84,Elsevier,University of Cambridge,2012
42171.55,Elsevier,Canterbury Christ Church University,2012
791269.21,Elsevier,Cardiff University,2012
64216.84,Elsevier,Cardiff Metropolitan University,2012
181201.59,Elsevier,University of Central Lancashire,2012
0.0,Elsevier,Central School of Speech and Drama,2012
46911.0,Elsevier,University of Chester,2012
16110.93,Elsevier,University of Chichester,2012
176402.72,Elsevier,City University London,2012
0.0,Elsevier,Courtauld Institute of Art,2012
228359.66,Elsevier,Coventry University,2012
318320.6,Elsevier,Cranfield University,2012
47840.28,Elsevier,University of Cumbria,2012
176561.52,Elsevier,De Montfort University,2012
106593.74,Elsevier,University of Derby,2012
445551.48,Elsevier,University of Dundee,2012
443160.84,Elsevier,Durham University,2012
288618.0,Elsevier,University of East Anglia,2012
163392.75,Elsevier,University of East London,2012
,Elsevier,Edge Hill University,2012
850117.22,Elsevier,University of Edinburgh,2012
156970.52,Elsevier,Edinburgh Napier University,2012
174552.02,Elsevier,University of Essex,2012
225521.07,Elsevier,University of Exeter,2012
465.32,Elsevier,Falmouth University,2012
790985.0,Elsevier,University of Glasgow,2012
220863.82,Elsevier,Glasgow Caledonian University,2012
41865.92,Elsevier,University of Gloucestershire,2012
502.0,Elsevier,Glyndŵr University,2012
39419.25,Elsevier,"Goldsmiths, University of London",2012
203143.83,Elsevier,University of Greenwich,2012
58360.0,Elsevier,Harper Adams University,2012
325462.66,Elsevier,Heriot-Watt University,2012
322653.0,Elsevier,University of Hertfordshire,2012
0.0,Elsevier,Heythrop College,2012
107953.48,Elsevier,University of Huddersfield,2012
254780.5,Elsevier,University of Hull,2012
1444323.23,Elsevier,Imperial College London,2012
156478.88,Elsevier,Institute of Cancer Research,2012
27844.0,Elsevier,"Institute of Education, University of London",2012
151552.0,Elsevier,Keele University,2012
361168.31,Elsevier,University of Kent,2012
628373.0,Elsevier,King's College London,2012
138130.52,Elsevier,Kingston University,2012
412393.0,Elsevier,Lancaster University,2012
1009803.0,Elsevier,University of Leeds,2012
0.0,Elsevier,Leeds College of Art,2012
165685.49,Elsevier,Leeds Beckett University (formerly Leeds Metropolitan University),2012
7333.03,Elsevier,Leeds Trinity University,2012
496000.0,Elsevier,University of Leicester,2012
,Elsevier,University of Lincoln,2012
780430.27,Elsevier,University of Liverpool,2012
19008.2,Elsevier,Liverpool Hope University,2012
0.0,Elsevier,Liverpool Institute for Performing Arts,2012
202980.6,Elsevier,Liverpool John Moores University,2012
70421.0,Elsevier,University of London (central),2012
98369.29,Elsevier,London Business School,2012
150548.0,Elsevier,London Metropolitan University,2012
178203.0,Elsevier,London School of Economics,2012
250348.82,Elsevier,London School of Hygiene and Tropical Medicine,2012
168054.0,Elsevier,London South Bank University,2012
396915.0,Elsevier,Loughborough University,2012
1456585.06,Elsevier,University of Manchester,2012
301803.06,Elsevier,Manchester Metropolitan University,2012
92419.9,Elsevier,Middlesex University,2012
937193.0,Elsevier,Newcastle University,2012
250.0,Elsevier,Newman University,2012
57537.17,Elsevier,University of Northampton,2012
184686.47,Elsevier,Northumbria University,2012
0.0,Elsevier,Norwich University of the Arts,2012
1081565.08,Elsevier,University of Nottingham,2012
177057.6,Elsevier,Nottingham Trent University,2012
587060.0,Elsevier,Open University,2012
942818.64,Elsevier,University of Oxford,2012
151323.11,Elsevier,Oxford Brookes University,2012
305406.8,Elsevier,Plymouth University,2012
284941.0,Elsevier,University of Portsmouth,2012
84234.32,Elsevier,"Queen Margaret University, Edinburgh",2012
576064.07,Elsevier,"Queen Mary, University of London",2012
698969.24,Elsevier,Queen's University Belfast,2012
0.0,Elsevier,Ravensbourne,2012
404984.55,Elsevier,University of Reading,2012
181718.0,Elsevier,Robert Gordon University,2012
54854.0,Elsevier,University of Roehampton,2012
0.0,Elsevier,Rose Bruford College,2012
0.0,Elsevier,Royal Academy of Music,2012
24047.66,Elsevier,Royal Agricultural University,2012
0.0,Elsevier,Royal College of Art,2012
0.0,Elsevier,Royal College of Music,2012
0.0,Elsevier,Royal Conservatoire of Scotland,2012
301903.35,Elsevier,"Royal Holloway, University of London",2012
0.0,Elsevier,Royal Northern College of Music,2012
62827.45,Elsevier,Royal Veterinary College,2012
320319.29,Elsevier,University of Salford,2012
5141.0,Elsevier,School of Oriental and African Studies,2012
670084.42,Elsevier,University of Sheffield,2012
27480.2,Elsevier,Sheffield Hallam University,2012
169618.0,Elsevier,University of South Wales,2012
,Elsevier,University of Southampton,2012
,Elsevier,Southampton Solent University,2012
96456.41,Elsevier,Staffordshire University,2012
,Elsevier,Stranmillis Universiity College,2012
356655.27,Elsevier,University of St Andrews,2012
123979.0,Elsevier,St George's University of London,2012
4572.29,Elsevier,University of St Mark and St John,2012
13629.0,Elsevier,St Mary's University College,2012
199085.0,Elsevier,University of Stirling,2012
697849.0,Elsevier,University of Strathclyde,2012
311505.72,Elsevier,University of Sunderland,2012
595755.63,Elsevier,University of Surrey,2012
435770.0,Elsevier,University of Sussex,2012
645392.78,Elsevier,Swansea University,2012
150293.54,Elsevier,Teesside University,2012
373.53,Elsevier,Trinity Laban,2012
1580775.45,Elsevier,UCL,2012
11347.0,Elsevier,University College Birmingham,2012
1388.01,Elsevier,University for the Creative Arts,2012
8483.63,Elsevier,University of the Arts London,2012
26968.73,Elsevier,University of the Highlands and Islands,2012
252962.0,Elsevier,University of the West of England,2012
97414.0,Elsevier,University of the West of Scotland,2012
587427.0,Elsevier,University of Ulster,2012
32368.0,Elsevier,University of Wales Trinity St David,2012
728848.34,Elsevier,University of Warwick,2012
0.0,Elsevier,University of West London,2012
169837.0,Elsevier,University of Westminster,2012
1695.0,Elsevier,University of Winchester,2012
0.0,Elsevier,University of Wolverhampton,2012
0.0,Elsevier,University of Worcester,2012
,Elsevier,Writtle College,2012
457958.93,Elsevier,University of York,2012
21859.0,Elsevier,York St John University,2012
,Elsevier,,2012
747090.02,Elsevier,University of Aberdeen,2013
33071.96,Elsevier,Abertay University,2013
265394.66,Elsevier,Aberystwyth University,2013
84408.0,Elsevier,Anglia Ruskin University,2013
0.0,Elsevier,Arts University Bournemouth,2013
256824.0,Elsevier,Aston University,2013
251029.27,Elsevier,Bangor University,2013
557117.76,Elsevier,University of Bath,2013
19445.0,Elsevier,Bath Spa University,2013
88876.5,Elsevier,University of Bedfordshire,2013
122160.0,Elsevier,"Birkbeck, University of London",2013
854854.08,Elsevier,University of Birmingham,2013
101157.0,Elsevier,Birmingham City University,2013
0.0,Elsevier,Bishop Grosseteste University,2013
64552.5,Elsevier,University of Bolton,2013
131747.0,Elsevier,Bournemouth University,2013
37823.0,Elsevier,University of Bradford,2013
112363.92,Elsevier,University of Brighton,2013
977798.44,Elsevier,University of Bristol,2013
345225.18,Elsevier,Brunel University,2013
27919.0,Elsevier,Buckinghamshire New University,2013
1353286.55,Elsevier,University of Cambridge,2013
41198.84,Elsevier,Canterbury Christ Church University,2013
803708.85,Elsevier,Cardiff University,2013
79103.37,Elsevier,Cardiff Metropolitan University,2013
166960.56,Elsevier,University of Central Lancashire,2013
1406.0,Elsevier,Central School of Speech and Drama,2013
47280.0,Elsevier,University of Chester,2013
8815.76,Elsevier,University of Chichester,2013
192053.24,Elsevier,City University London,2013
0.0,Elsevier,Courtauld Institute of Art,2013
230643.23,Elsevier,Coventry University,2013
314831.71,Elsevier,Cranfield University,2013
49216.36,Elsevier,University of Cumbria,2013
174133.86,Elsevier,De Montfort University,2013
94539.58,Elsevier,University of Derby,2013
445109.11,Elsevier,University of Dundee,2013
447592.45,Elsevier,Durham University,2013
392828.0,Elsevier,University of East Anglia,2013
132559.78,Elsevier,University of East London,2013
,Elsevier,Edge Hill University,2013
845307.08,Elsevier,University of Edinburgh,2013
158540.23,Elsevier,Edinburgh Napier University,2013
173382.32,Elsevier,University of Essex,2013
228080.71,Elsevier,University of Exeter,2013
511.56,Elsevier,Falmouth University,2013
799346.0,Elsevier,University of Glasgow,2013
185953.68,Elsevier,Glasgow Caledonian University,2013
58650.36,Elsevier,University of Gloucestershire,2013
0.0,Elsevier,Glyndŵr University,2013
39553.45,Elsevier,"Goldsmiths, University of London",2013
204445.82,Elsevier,University of Greenwich,2013
59284.0,Elsevier,Harper Adams University,2013
328717.28,Elsevier,Heriot-Watt University,2013
325801.0,Elsevier,University of Hertfordshire,2013
0.0,Elsevier,Heythrop College,2013
111363.23,Elsevier,University of Huddersfield,2013
257389.3,Elsevier,University of Hull,2013
1458766.31,Elsevier,Imperial College London,2013
169139.0,Elsevier,Institute of Cancer Research,2013
25885.0,Elsevier,"Institute of Education, University of London",2013
157448.0,Elsevier,Keele University,2013
364745.03,Elsevier,University of Kent,2013
635134.0,Elsevier,King's College London,2013
139126.56,Elsevier,Kingston University,2013
416557.0,Elsevier,Lancaster University,2013
1020186.0,Elsevier,University of Leeds,2013
0.0,Elsevier,Leeds College of Art,2013
92028.62,Elsevier,Leeds Beckett University (formerly Leeds Metropolitan University),2013
10825.83,Elsevier,Leeds Trinity University,2013
507000.0,Elsevier,University of Leicester,2013
,Elsevier,University of Lincoln,2013
787187.77,Elsevier,University of Liverpool,2013
18510.78,Elsevier,Liverpool Hope University,2013
0.0,Elsevier,Liverpool Institute for Performing Arts,2013
206930.16,Elsevier,Liverpool John Moores University,2013
46840.0,Elsevier,University of London (central),2013
114066.48,Elsevier,London Business School,2013
152053.0,Elsevier,London Metropolitan University,2013
163578.0,Elsevier,London School of Economics,2013
251921.36,Elsevier,London School of Hygiene and Tropical Medicine,2013
196134.0,Elsevier,London South Bank University,2013
401113.0,Elsevier,Loughborough University,2013
1521198.35,Elsevier,University of Manchester,2013
304820.54,Elsevier,Manchester Metropolitan University,2013
93367.43,Elsevier,Middlesex University,2013
946534.24,Elsevier,Newcastle University,2013
253.0,Elsevier,Newman University,2013
58153.12,Elsevier,University of Northampton,2013
186533.88,Elsevier,Northumbria University,2013
0.0,Elsevier,Norwich University of the Arts,2013
1095246.58,Elsevier,University of Nottingham,2013
178828.03,Elsevier,Nottingham Trent University,2013
594038.0,Elsevier,Open University,2013
912982.6,Elsevier,University of Oxford,2013
152791.0,Elsevier,Oxford Brookes University,2013
309352.75,Elsevier,Plymouth University,2013
286159.0,Elsevier,University of Portsmouth,2013
84581.87,Elsevier,"Queen Margaret University, Edinburgh",2013
603152.3,Elsevier,"Queen Mary, University of London",2013
698537.29,Elsevier,Queen's University Belfast,2013
0.0,Elsevier,Ravensbourne,2013
515270.71,Elsevier,University of Reading,2013
180782.0,Elsevier,Robert Gordon University,2013
82460.0,Elsevier,University of Roehampton,2013
0.0,Elsevier,Rose Bruford College,2013
0.0,Elsevier,Royal Academy of Music,2013
26700.23,Elsevier,Royal Agricultural University,2013
0.0,Elsevier,Royal College of Art,2013
0.0,Elsevier,Royal College of Music,2013
0.0,Elsevier,Royal Conservatoire of Scotland,2013
305492.89,Elsevier,"Royal Holloway, University of London",2013
0.0,Elsevier,Royal Northern College of Music,2013
63676.65,Elsevier,Royal Veterinary College,2013
323522.52,Elsevier,University of Salford,2013
1899.0,Elsevier,School of Oriental and African Studies,2013
672661.05,Elsevier,University of Sheffield,2013
33929.46,Elsevier,Sheffield Hallam University,2013
166662.0,Elsevier,University of South Wales,2013
,Elsevier,University of Southampton,2013
,Elsevier,Southampton Solent University,2013
97247.37,Elsevier,Staffordshire University,2013
,Elsevier,Stranmillis Universiity College,2013
359166.39,Elsevier,University of St Andrews,2013
125705.0,Elsevier,St George's University of London,2013
8240.1,Elsevier,University of St Mark and St John,2013
13997.0,Elsevier,St Mary's University College,2013
199059.0,Elsevier,University of Stirling,2013
703799.0,Elsevier,University of Strathclyde,2013
314619.65,Elsevier,University of Sunderland,2013
755725.76,Elsevier,University of Surrey,2013
440958.0,Elsevier,University of Sussex,2013
641648.47,Elsevier,Swansea University,2013
215152.8,Elsevier,Teesside University,2013
406.96,Elsevier,Trinity Laban,2013
1598082.77,Elsevier,UCL,2013
15940.0,Elsevier,University College Birmingham,2013
1304.74,Elsevier,University for the Creative Arts,2013
10802.45,Elsevier,University of the Arts London,2013
26951.99,Elsevier,University of the Highlands and Islands,2013
255492.0,Elsevier,University of the West of England,2013
105791.0,Elsevier,University of the West of Scotland,2013
583030.0,Elsevier,University of Ulster,2013
32595.0,Elsevier,University of Wales Trinity St David,2013
736136.89,Elsevier,University of Warwick,2013
0.0,Elsevier,University of West London,2013
171547.0,Elsevier,University of Westminster,2013
1643.0,Elsevier,University of Winchester,2013
0.0,Elsevier,University of Wolverhampton,2013
0.0,Elsevier,University of Worcester,2013
,Elsevier,Writtle College,2013
467219.77,Elsevier,University of York,2013
29338.25,Elsevier,York St John University,2013
,Elsevier,,2013
746783.16,Elsevier,University of Aberdeen,2014
33402.66,Elsevier,Abertay University,2014
273362.55,Elsevier,Aberystwyth University,2014
86124.0,Elsevier,Anglia Ruskin University,2014
0.0,Elsevier,Arts University Bournemouth,2014
264486.0,Elsevier,Aston University,2014
259015.08,Elsevier,Bangor University,2014
574475.69,Elsevier,University of Bath,2014
24034.0,Elsevier,Bath Spa University,2014
94322.67,Elsevier,University of Bedfordshire,2014
107794.0,Elsevier,"Birkbeck, University of London",2014
950251.31,Elsevier,University of Birmingham,2014
107691.0,Elsevier,Birmingham City University,2014
0.0,Elsevier,Bishop Grosseteste University,2014
65469.0,Elsevier,University of Bolton,2014
136731.0,Elsevier,Bournemouth University,2014
21622.0,Elsevier,University of Bradford,2014
133561.51,Elsevier,University of Brighton,2014
977325.38,Elsevier,University of Bristol,2014
355581.9,Elsevier,Brunel University,2014
31038.0,Elsevier,Buckinghamshire New University,2014
1393884.94,Elsevier,University of Cambridge,2014
44964.66,Elsevier,Canterbury Christ Church University,2014
831307.32,Elsevier,Cardiff University,2014
85564.61,Elsevier,Cardiff Metropolitan University,2014
173432.46,Elsevier,University of Central Lancashire,2014
922.0,Elsevier,Central School of Speech and Drama,2014
51582.0,Elsevier,University of Chester,2014
9470.93,Elsevier,University of Chichester,2014
197814.75,Elsevier,City University London,2014
0.0,Elsevier,Courtauld Institute of Art,2014
237862.79,Elsevier,Coventry University,2014
305663.12,Elsevier,Cranfield University,2014
49610.33,Elsevier,University of Cumbria,2014
179406.5,Elsevier,De Montfort University,2014
99089.21,Elsevier,University of Derby,2014
454645.49,Elsevier,University of Dundee,2014
461020.23,Elsevier,Durham University,2014
404559.24,Elsevier,University of East Anglia,2014
133428.69,Elsevier,University of East London,2014
,Elsevier,Edge Hill University,2014
,Elsevier,University of Edinburgh,2014
163296.44,Elsevier,Edinburgh Napier University,2014
190125.15,Elsevier,University of Essex,2014
234125.81,Elsevier,University of Exeter,2014
554.43,Elsevier,Falmouth University,2014
823325.0,Elsevier,University of Glasgow,2014
226391.01,Elsevier,Glasgow Caledonian University,2014
59960.41,Elsevier,University of Gloucestershire,2014
0.0,Elsevier,Glyndŵr University,2014
41248.15,Elsevier,"Goldsmiths, University of London",2014
210901.07,Elsevier,University of Greenwich,2014
62040.0,Elsevier,Harper Adams University,2014
338578.8,Elsevier,Heriot-Watt University,2014
337454.0,Elsevier,University of Hertfordshire,2014
0.0,Elsevier,Heythrop College,2014
114704.15,Elsevier,University of Huddersfield,2014
260610.1,Elsevier,University of Hull,2014
1503247.94,Elsevier,Imperial College London,2014
163205.01,Elsevier,Institute of Cancer Research,2014
26930.0,Elsevier,"Institute of Education, University of London",2014
162215.0,Elsevier,Keele University,2014
375693.86,Elsevier,University of Kent,2014
655054.0,Elsevier,King's College London,2014
144993.22,Elsevier,Kingston University,2014
423941.0,Elsevier,Lancaster University,2014
1052739.0,Elsevier,University of Leeds,2014
0.0,Elsevier,Leeds College of Art,2014
140490.15,Elsevier,Leeds Beckett University (formerly Leeds Metropolitan University),2014
11380.15,Elsevier,Leeds Trinity University,2014
545000.0,Elsevier,University of Leicester,2014
,Elsevier,University of Lincoln,2014
791755.3,Elsevier,University of Liverpool,2014
20365.03,Elsevier,Liverpool Hope University,2014
0.0,Elsevier,Liverpool Institute for Performing Arts,2014
213094.07,Elsevier,Liverpool John Moores University,2014
51961.0,Elsevier,University of London (central),2014
117495.21,Elsevier,London Business School,2014
156615.0,Elsevier,London Metropolitan University,2014
146117.0,Elsevier,London School of Economics,2014
261699.61,Elsevier,London School of Hygiene and Tropical Medicine,2014
200486.0,Elsevier,London South Bank University,2014
412970.0,Elsevier,Loughborough University,2014
1543204.37,Elsevier,University of Manchester,2014
314082.06,Elsevier,Manchester Metropolitan University,2014
111522.53,Elsevier,Middlesex University,2014
974637.89,Elsevier,Newcastle University,2014
